key,time,x,y,z,roll,pitch,yaw
1e3a135b-f237-4b2b-b677-417a246b6334,1638727495.5533228,1.0410693622212897,0.30543886537539605,-0.5163328079527808,-11.728055615803733,44.64718126616591,10.894517775005847
0f2ffbaf-5182-487c-b9d7-ad6a61158799,1638727514.1695561,0.5802150476305892,0.27548942407101196,-0.45529660371018377,-14.888780129129204,34.67919577293143,4.668788016136869
fee9c4ef-88a2-479e-adf9-54730cd8bf2a,1638727521.1739538,0.21378636704272871,0.3058685504589431,-0.4513587447192677,-18.70309748022741,0.7995732512020592,0.679564774120656
89ef2ca6-a018-4821-b6a7-fb01e509cc2c,1638727528.8524134,-0.2517118521490138,0.2705122936978153,-0.41386279831823675,-17.57336768451043,-49.83416655859488,-8.208388635295547
015e7bc1-e505-49d7-8fb1-4fc9cff2632a,1638727543.41988,-0.7122022960773668,0.2820906651247718,-0.37675457030901194,-27.016840787539643,-63.198248763327484,-21.743619152372464
828576c6-0c28-4f5d-ba21-5febadcc4263,1638727548.0880737,-1.1209125123025,0.2940528993239932,-0.4023056825544768,-41.65389782021642,-74.75766240033194,-39.4055982484427
a62cd6d2-0cde-4c1d-84e3-cf92dde9739e,1638727563.5328557,0.9362832116626295,0.30023765864735663,-1.0233912107204224,-8.866384133077789,37.201554675678324,3.445248704481276
f7cd5622-7d46-4b4f-ad88-901b8e08edaa,1638727573.011088,0.648257841840367,0.4134750589460098,-1.0339406331719934,-9.15083668445583,15.679460925481019,0.9940450177727054
cd996359-cdab-44f9-922d-e4b830000720,1638727578.0805967,0.2628435767439491,0.3824944731954517,-1.0295210389046638,-7.321159850162278,-1.983194364141673,0.9040302140848299
974998a2-4c55-44c1-aa1c-4c04be15d9dd,1638727582.7560132,-0.2362977872255007,0.32755154436440764,-1.0488505092842,-4.420116227766471,-29.22769840773321,-2.359669500540652
0a19c24f-a3e1-4f09-958d-cf957a8a6454,1638727595.0722606,-0.7701641006949667,0.35999527719317226,-1.0331618771637627,-7.988734546267048,-47.603552681128384,-7.981918920042569
0e58ceb1-cdda-4153-a02e-cff758d93671,1638727599.3619213,-1.1997834413240498,0.37477318949825766,-1.0161837445032076,-16.560896152320428,-57.97385778568482,-15.851168246087743
217ea647-d802-47b7-9ba4-8d40f71a5fb3,1638727613.841801,0.8617977123341929,0.4021183663911516,-1.4830037543543628,-6.753558160924959,27.239625205609073,3.1872258271189735
9b70076e-9a2b-4261-a746-20195c724feb,1638727617.735797,0.6814348435023996,0.49313696447380606,-1.4451106089773316,-5.680205049941035,7.044085327540324,3.460021381297372
8d8ca651-f2e8-4228-91eb-2b8d19b75cf1,1638727620.8550212,0.2822255208664875,0.4282080779360563,-1.4674357100774729,-6.480063004657525,-3.768555047717242,0.830840248837713
266e2055-bff8-463c-9f4c-340c99e34e20,1638727623.8436627,-0.16096690375348666,0.3872457139461246,-1.514708296060861,-4.670089079305798,-20.274889659531095,-1.5057004187548677
e85c190b-f54c-4c78-88c4-5b4fc5e830ab,1638727635.5415034,-0.7809531164958247,0.41596636096465023,-1.4643573846524753,-10.87156685981321,-40.20256925398871,-12.164546916947922
7cdad42a-53e6-4a1e-8770-d5e1b2533383,1638727638.6515474,-1.235286189669206,0.3945074065004962,-1.4590549084026565,-10.23335073653464,-56.811161490270756,-9.935631567239936
7c2ba2b0-4234-43d1-8b19-177e8c6f8810,1638727648.3661814,0.7708603754373379,0.5431052776090097,-1.9522231423202001,-7.519141210534784,17.950123147508492,3.181466095908586
5385b1a7-13b6-4f99-a216-8d0c0d8533fe,1638727652.0090096,0.7439541690443615,0.6080608007368093,-1.9088053967996004,-8.02799955480173,3.2242860069022803,2.8303322711476855
0f416557-ba41-4b9d-9bd2-17fd3cda9e51,1638727655.245788,0.16917562325585167,0.663212694887918,-1.7663951871759498,-10.895534493610768,-0.9287941564264464,0.5404131062345663
355dddd8-be22-4d33-9fc3-cb02ff86a160,1638727657.977696,-0.06539719298831378,0.6542445438900915,-1.7894366257034693,-9.673140352308687,-6.583698687483469,-1.0636389637933572
e8b143d2-90d9-42a6-93e6-c195258b736a,1638727666.4045498,-0.8343789693868311,0.4835545935543092,-1.9425339449067782,-4.249924675779455,-37.571858533342876,-5.576749312364367
0558cb83-105c-46dd-b6ce-0a739b7c0406,1638727670.4300387,-1.2644007661001775,0.48274110265939646,-1.9506910972315306,-5.720430543360126,-43.59866074681949,-7.093137607858016
47ca0fd9-70ff-4971-8fd8-4fe169c6cfa3,1638727691.4921076,0.9301908703636006,0.7221359227463513,-2.378220026886726,-6.467090489242203,10.3768147452361,-4.773119212390705
e50d3875-58b5-4f71-bfe5-47a7356d0d34,1638727696.5526688,0.735334317424883,0.6719860817251841,-2.321917303159406,-7.916469067348485,-0.4324787617279771,2.319967012542616
bb3975b4-e1ef-4078-b5c9-9f797d8de0ff,1638727699.2820308,0.11761524784054983,0.822731073731293,-2.185143815189298,-11.923133219837535,-3.80733539224239,-0.08761371785191252
1c692e5b-a3ac-430d-bd9c-d6290cbfdc4e,1638727701.7508063,-0.15315986698468848,0.5797744781189346,-2.396044797473794,-5.014411931560061,-15.736426283910706,-0.23741855276038273
7cad54a2-4010-41df-ac8c-e459ddd5450e,1638727738.244576,-0.6325890947565156,0.7514679991452151,-2.178435509823563,-12.157277975526096,-16.19341019041223,-5.9159892994655
77624e59-817b-4ad4-8f6b-88dd34456b01,1638727743.954575,0.8348358284387867,-0.9435888783382576,-3.0744419927515865,23.1041215368268,-6.774575432678866,2.765552464069457
957978aa-8dcf-44b7-8736-2ec0043d8011,1638727753.2920175,0.6658544292251906,0.8209192034834514,-2.7645258406727864,-8.995861501172687,9.574535020157326,4.157356776866159
0dc80b81-3e88-4645-bf60-19fe780f4a1b,1638727756.0275352,0.5696154009027548,0.5827739952199552,-2.654717262747021,-4.5717640282151395,9.322729251371936,2.8494043705004874
ebeb60eb-14d2-48e1-8ef1-2d94cf83ac2e,1638727758.9991224,0.8313346041049827,0.1382165511115677,-2.696079734399887,4.493251014750799,9.73846631332647,2.2892533609108034
830dd199-7f4c-4e97-a989-e2853934bdc0,1638727762.2520323,-0.22624143951408537,0.9283737356493353,-2.7562630899937237,-11.022036597734639,-16.78526006546557,-2.1809451438343497
3021d5c9-6438-4437-8a74-043b1198047c,1638727767.3189664,-0.8996448293292255,0.2808423278144491,-2.8881846412536927,5.316180264931286,-34.11210144536823,-2.6683496119050947
b8186a53-4f87-4a9c-9e5d-0b875a739524,1638727770.3052766,-1.1040493553906003,0.8158226628697554,-2.682045308406331,-7.145302511420477,-24.077559550296115,-4.964370893951547
57e4b6f8-4781-4acd-8ad3-3d830378b996,1638727776.562539,1.36556450858662,0.5484410332108984,-3.1023930362926224,-2.1048016816131168,12.471853315063882,-3.9781625321429397
37bf676d-fe64-4b1b-81eb-b59bb82d231c,1638727779.679919,-0.5013636276040778,0.7849551115374758,-2.8471598803722977,-8.395817039000121,-6.6100444326653625,-6.853266552152675
e7ba142f-0717-4594-aa4e-f7ab11520ee9,1638727783.3128629,0.6480149531149993,0.5167904310732332,-3.3014642605638445,-1.5225780210707656,0.7479899215004486,1.6900830930124877
77e92874-4df1-4a1d-a6bd-92cfbf6d75af,1638727786.56079,-1.026944016256695,0.34889217552126317,-3.035270846296035,1.9200710559057586,-29.67304048849267,-0.5760146704249236
887d2ac2-0ccf-47db-ab76-ff7af5d035d6,1638727790.5907986,-1.0803037931485624,0.5867875700195648,-3.2089954820501148,-1.0014236351513548,-34.86698272304079,-2.935931203268168
3032ae0a-323b-4ace-b175-472b1bc8de1a,1638727793.4476843,-1.381570847707824,0.7895869686960755,-2.97223417265316,-7.441962317996572,-29.062286405494305,-4.649741454127977
751fb216-2578-4c45-ac42-127d889945d0,1638727804.3803341,1.3964747575826744,0.9827504956416973,-3.391951791813698,-9.513935648845127,11.240714010931962,4.0428520792399585
8054f4c7-734a-4830-9727-996d18a90b08,1638727808.664046,-0.9457807076160393,-0.2434746963552641,-3.5430537332586054,18.40238130584375,-21.914968732137403,6.090533093441465
22e05e6c-1b85-42f3-ab74-d40b75dec2cf,1638727813.599999,0.4312175149664671,0.7046007342144824,-3.710807436296528,0.798823116786213,-1.343770254736221,3.837100374114538
023fe7e4-7491-4d7a-acff-74604e7dd899,1638727817.6379488,0.9874654529915794,-0.0667731723682522,-3.593521945507626,11.320362383694718,12.07241861435702,0.20561976230828402
25dad4fa-e5b7-4a6a-a7d8-602b937207d0,1638727820.753977,-0.7259993097862428,0.6732547910209793,-3.66482198973389,3.2002337549010957,-14.232546176487869,-0.6016573629074151
b121a90c-78ce-445c-9bf9-297ab13ce4ac,1638727825.0353575,-0.8875951227059665,0.7984714142619285,-3.659929751052125,3.54190334926956,-14.43764249266121,0.06678162582654605
4c9f4c84-ccb9-4b97-9872-7b5d88d2e503,1638727906.1117713,1.0234596456906941,0.3060184259148919,-0.5278105791568258,-12.119307761418911,48.87553643244872,11.694824155298216
506825a3-6b0b-45b3-8a7a-3f07545cb000,1638727916.7896862,0.6111895261677139,0.29672618845867144,-0.4505721895364462,-12.279063501518428,33.04392578372133,5.328622862106798
292ac4d1-3672-45bd-9389-63ebfd7c5be6,1638727925.5965548,0.20385190259762487,0.30415099674101137,-0.43830283932075775,-19.544988467041442,-0.7038876053641665,0.1417180410051009
017bc843-fa84-4c53-95a8-fa64de7e9293,1638727933.5684044,-0.28817527258881437,0.2728738478691204,-0.4248775947462994,-16.28764375282351,-52.93745790896044,-9.011936716924595
9871d02d-6067-46d2-be5f-80831f3b09d5,1638727944.9998171,-0.7258479678803665,0.2878789662659251,-0.4015730590432458,-31.650998413948738,-64.41192328581558,-25.610119726929565
