time,x,y,z,roll,pitch,yaw
1638729003.4148529,0.25539641122174683,0.5635172657010555,-1.8760015287822087,-7.178786802490202,-3.0782317479541397,0.7049009007740937
1638729003.4357963,0.24857862927037794,0.5576020129724382,-1.8783817057554595,-6.988973412586118,-3.2851418706784488,0.7123028341074844
1638729003.4739285,0.2536939500650459,0.5624490165971477,-1.8764796411414397,-7.143602802106008,-3.13563530388403,0.7247438123652162
1638729003.5992699,0.1903165949259803,0.6159305106404227,-1.864338422058225,-8.744620020808703,-4.911011403902209,0.008007774464653223
1638729003.7539108,0.25046170708668425,0.5660959519946527,-1.8760869198544394,-7.249041413347362,-3.219833616234582,0.6571792784804216
1638729003.858854,0.2560588306588896,0.5663171514179335,-1.8747708612028,-7.268426827572219,-3.0501342688040145,0.6637685714764612
1638729004.0038872,0.24699328143967322,0.5659673638963028,-1.875158410916206,-7.250387149003891,-3.3180670145299613,0.6346467416403226
1638729004.1380885,0.25031107135345343,0.5695252719006594,-1.8748482532261814,-7.354837294685621,-3.2332682335988343,0.6801204891706374
1638729004.2645204,0.2631649950366219,0.5580798228869764,-1.8773819171975612,-7.013875475350132,-2.8533681504716277,0.7570368984798295
1638729004.3975914,0.24478487281525757,0.5581638605524448,-1.8783527665332027,-7.004062916298537,-3.3847204392444272,0.6566367592246971
1638729004.5263536,0.24476786010163606,0.566356868106373,-1.875742817270984,-7.2569210789533845,-3.3827863544253307,0.6229140185062705
1638729004.6631446,0.25429684621172743,0.5529834047948224,-1.8798558989812548,-6.849615012272346,-3.110994459660506,0.7195640599255414
1638729004.788694,0.2523983988103231,0.5649626755489254,-1.8751455587435488,-7.227068122544778,-3.169416405769249,0.6872562682152468
1638729004.9208663,0.27075631846751436,0.5532253478751471,-1.8781008292592147,-6.87478270995837,-2.6303535108186487,0.7885170859401641
1638729005.053873,0.271309170900983,0.6047383283883543,-1.8599555527895357,-8.507086953027619,-2.6614048296134905,0.8895832528398934
1638729005.185029,0.29047049772326383,0.5382192028384868,-1.8895125167810423,-6.37400841715581,-2.18066650664605,0.945593167879179
1638729005.317947,0.2649389351623674,0.5445010719414436,-1.8862710516963879,-6.567099262226203,-2.9981192212806995,0.8048499877668535
1638729005.4466414,0.2476262221777864,0.564661570291173,-1.8772672444732064,-7.194806963495718,-3.4722495801450592,0.5455727444990685
1638729005.571548,0.24367067832012035,0.559371707655393,-1.8797270472738425,-7.025057389809287,-3.600629539556282,0.5933089357301795
1638729005.7027655,0.24428993690784762,0.5510099562802258,-1.8849052312377523,-6.7544257968653785,-3.5979698182487634,0.6147174642543505
1638729005.828448,0.19794928803407083,0.6158659586034475,-1.870617582934631,-8.72636061495173,-4.979723705046039,0.3113073018040024
1638729005.9617538,0.24483177751812485,0.5676708561909597,-1.877006397132545,-7.28365595704294,-3.5632113673816925,0.5607321786213677
1638729006.0911705,0.2355519730815001,0.5584245645671191,-1.88408966622148,-6.9733243926673625,-3.8619469483926734,0.565717236610548
1638729006.223205,0.23046303185981923,0.5577341068039721,-1.883694908566481,-6.9529608197273305,-4.000648794982132,0.5192965732441123
1638729006.3517444,0.1782961729646373,0.6419109150060346,-1.8661764620371684,-9.507631109537314,-5.564215494647413,0.14409958321976496
1638729006.4823833,0.23086402651501117,0.5706730271354495,-1.8813781241619312,-7.347584054946557,-4.001171504451474,0.4939168478816742
1638729006.6063209,0.1790465707819284,0.6095047413541981,-1.8764862295310953,-8.49289390631038,-5.502586569391982,0.0527463077996925
1638729006.7364624,0.23402978967314567,0.6230515986372969,-1.858849812548969,-9.021198366404288,-3.920107163435496,0.511333165769215
1638729006.8724897,0.23629951112057956,0.5609466600088082,-1.882448650395709,-7.058596014334966,-3.8366558596512657,0.5358043859078981
1638729006.997996,0.2412536596080566,0.5825213923026475,-1.8718978731411686,-7.745798153463116,-3.6623003629570787,0.45157157023133426
1638729007.1304278,0.24367404777741647,0.5679553512478104,-1.8799444370440646,-7.278232727629097,-3.6236105621714114,0.570056842913187
1638729007.25797,0.23949759623644146,0.5553376580061791,-1.882965785981698,-6.894453945693336,-3.7348297485372224,0.5444993629826868
1638729007.3908942,0.1714579673799658,0.6200069405693294,-1.8765947738122055,-8.796051606944225,-5.722126373308605,-0.017733671782033684
1638729007.516179,0.23647707511172228,0.5697882873341087,-1.8750778306880247,-7.355368200345102,-3.804165994312293,0.4919231512664534
1638729007.6492572,0.23917433512423183,0.5713534324482861,-1.8759883241509983,-7.3956278881332125,-3.722657065707976,0.4843298700467398
1638729007.7753575,0.24612096560383173,0.5516285996760341,-1.8843706998440846,-6.776014793923704,-3.542136600296252,0.6179780101449116
1638729007.9089699,0.24401331417982006,0.5647047982073293,-1.8817349273509507,-7.171344600457934,-3.602662741806848,0.534303780913816
1638729008.0356734,0.23356893562741823,0.605515661326038,-1.8697751107529705,-8.446531816139684,-3.962733245940785,0.608710270322962
1638729008.1679983,0.24410689192171373,0.5596301605447015,-1.8782816480965672,-7.039869183479417,-3.5793854382377774,0.5543784788865915
1638729008.2999341,0.23971734470168432,0.5445022940378862,-1.8880375874873712,-6.54887294839052,-3.740056459381681,0.631262048969855
1638729008.4290993,0.24482578090181698,0.5432288694763414,-1.8878851280880544,-6.513820473575716,-3.583252415835373,0.6325779691471676
1638729008.5584853,0.24644477091730954,0.5506806674447815,-1.8852001313912872,-6.747325661234097,-3.5295294887728748,0.5949898361362952
1638729008.6884806,0.23113098231547566,0.5623622646484968,-1.8815424594237677,-7.1002249278687595,-3.9701281205263417,0.48701717603877714
1638729008.8174653,0.2429295504977114,0.5454190203545675,-1.8866380298079146,-6.5857554749510046,-3.6420681608972676,0.6382556925887811
1638729008.9497714,0.23462241053649702,0.5564297488766723,-1.8833918278896933,-6.919238865196602,-3.8719570037354836,0.535163090698422
1638729009.0776262,0.24656056775266139,0.5704939170774135,-1.8748469790176336,-7.377626653659631,-3.4971644536901487,0.5014718359949084
